tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,known_pathogen,group
1647541,1,-200010699,Moraxella phage Mcat25,,viruses,True,,,,0.7696345313464448,1.0,,,95.122,41.0,10^-12.8557,,,,,,,,,,,,,,,,,,0,virus-phage
1647540,1,-200010699,Moraxella phage Mcat24,,viruses,True,,,,1.5392690626928895,2.0,,,87.2875,75.5,10^-25.2872,,,,,,,,,,,,,,,,,,0,virus-phage
1647538,1,-200010699,Moraxella phage Mcat22,,viruses,True,,,,0.7696345313464448,1.0,,,78.788,99.0,10^-26.1966,,,,,,,,,,,,,,,,,,0,virus-phage
1647537,1,-200010699,Moraxella phage Mcat21,,viruses,True,,,,1.5392690626928895,2.0,,,91.7445,48.5,10^-15.1846,,,,,,,,,,,,,,,,,,0,virus-phage
1647535,1,-200010699,Moraxella phage Mcat2,,viruses,True,,,,6.926710782118003,9.0,,,90.482,68.625,10^-25.5934,,,,,,,,,,,,,,,,,,0,virus-phage
1647533,1,-200010699,Moraxella phage Mcat18,,viruses,True,,,,1.5392690626928895,2.0,,,86.045,71.0,10^-22.2249,,,,,,3.848172656732224,5.0,1.0,5.0,66.667,120.0,10^-51.0937,,,,,,0,virus-phage
1647532,1,-200010699,Moraxella phage Mcat17,,viruses,True,,,,5.387441719425114,7.0,,,90.883,151.286,10^-62.9809,,,,,,,,,,,,,,,,,,0,virus-phage
1647530,1,-200010699,Moraxella phage Mcat15,,viruses,True,,,,22.3194014090469,29.0,1.0,28.0,80.2274,833.148,10^-172.239,,,,,,,,,,,,,,,,,,0,virus-phage
1647528,1,-200010699,Moraxella phage Mcat13,,viruses,True,,,,3.848172656732224,5.0,,,91.0992,91.8,10^-38.0589,,,,,,,,,,,,,,,,,,0,virus-phage
1647525,1,-200010699,Moraxella phage Mcat10,,viruses,True,,,,0.7696345313464448,1.0,,,82.692,104.0,10^-33.7232,,,,,,,,,,,,,,,,,,0,virus-phage
1647524,1,-200010699,Moraxella phage Mcat1,,viruses,True,,,,6.157076250771558,8.0,,,85.7721,79.875,10^-26.2158,,,,,,,,,,,,,,,,,,0,virus-phage
1407671,1,-200010699,uncultured Mediterranean phage uvMED,,viruses,True,,,,,,,,,,,,,,,,10.774883438850228,14.0,1.0,12.0,57.0266,61.8,10^-13.8362,,,,,,0,virus-phage
754055,1,-200010699,Rhodobacter phage RC1,,viruses,True,,,,,,,,,,,,,,,,1.5392690626928895,2.0,,,52.1,48.0,10^-4.81816,,,,,,0,virus-phage
2772072,1,-200010744,crAssphage cr112_1,,viruses,True,,,,,,,,,,,,,,,,0.7696345313464448,1.0,,,70.2,47.0,10^-10.4522,,,,,,0,virus-phage
2743937,1,-200010744,Pseudomonas phage vB_PaeM_USP_18,,viruses,True,,,,,,,,,,,,,,,,1.5392690626928895,2.0,,,52.6,48.5,10^-5.49623,,,,,,0,virus-phage
1188795,1,-200010744,Xanthomonas citri phage CP2,,viruses,True,,,,,,,,,,,,,,,,1.5392690626928895,2.0,,,43.103,58.0,10^-10.3546,,,,,,0,virus-phage
179237,1,-200010744,Sinorhizobium phage PBC5,,viruses,True,,,,,,,,,,,,,,,,0.7696345313464448,1.0,,,56.0,50.0,10^-6.37675,,,,,,0,virus-phage
2686437,1,-202169529,Vibrio phage vB_VchM_Kuja,,viruses,True,,,,,,,,,,,,,,,,1.5392690626928895,2.0,,,51.1,47.0,10^-5.86012,,,,,,0,virus-phage
2650877,1,-202169529,Stenotrophomonas phage Mendera,,viruses,True,,,,,,,,,,,,,,,,0.7696345313464448,1.0,,,47.9,48.0,10^-8.72125,,,,,,0,virus-phage
2601680,1,-202169529,Stenotrophomonas phage Moby,,viruses,True,,,,,,,,,,,,,,,,5.387441719425114,7.0,1.0,4.0,46.97,95.8571,10^-21.804,,,,,,0,virus-phage
1654717,1,-202169529,Stenotrophomonas phage IME-SM1,,viruses,True,,,,,,,,,,,,,,,,0.7696345313464448,1.0,,,55.1,49.0,10^-8.57187,,,,,,0,virus-phage
1542133,1,-202169529,Dickeya phage phiDP23.1,,viruses,True,,,,,,,,,,,,,,,,2.3089035940393345,3.0,,,92.5,30.3333,10^-10.4374,,,,,,0,virus-phage
2500821,1,-202731690,Aeromonas phage Akh-2,,viruses,True,,,,,,,,,,,,,,,,0.7696345313464448,1.0,,,54.3,46.0,10^-6.74473,,,,,,0,virus-phage
2591204,1,2733208,Corynebacterium phage StAB,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,67.9,28.0,10^-3.5376,,,,,,0,virus-phage
2743922,1,2733198,Microbacterium phage Mercedes,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,79.2,48.0,10^-15.2161,,,,,,0,virus-phage
2584495,1,2733198,Microbacterium phage Chepli,,viruses,True,,,,,,,,,,,,,,,,1.5184710298509754,4.0,1.0,4.0,72.222,126.0,10^-57.6126,,,,,,0,virus-phage
2743992,1,2733184,Microbacterium phage Rie18,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,56.05,46.5,10^-7.13587,,,,,,0,virus-phage
1198024,1,2560244,Aeromonas phage Aes516,,viruses,True,,,,0.7592355149254877,2.0,,,87.5,64.0,10^-20.2104,,,,,,,,,,,,,,,,,,0,virus-phage
2562347,1,2560225,Streptomyces phage RosaAsantewaa,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,61.9,48.5,10^-12.1892,,,,,,0,virus-phage
2562345,1,2560225,Streptomyces phage PherryCruz,,viruses,True,,,,0.3796177574627438,1.0,,,91.667,36.0,10^-8.10892,,,,,,,,,,,,,,,,,,0,virus-phage
2182405,1,2560225,Streptomyces phage RavenPuff,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,67.0,48.5,10^-15.4729,,,,,,0,virus-phage
2656620,1,2560214,Streptomyces phage FrodoSwaggins,,viruses,True,,,,0.7592355149254877,2.0,,,97.468,39.5,10^-13.2151,,,,,,,,,,,,,,,,,,0,virus-phage
2601694,1,2560214,Streptomyces phage Soshi,,viruses,True,,,,5.314648604478414,14.0,,,96.5094,46.3,10^-16.1904,,,,,,,,,,,,,,,,,,0,virus-phage
2591133,1,2560214,Streptomyces phage Esketit,,viruses,True,,,,4.555413089552927,12.0,1.0,12.0,80.189,106.0,10^-11.025,,,,,,,,,,,,,,,,,,0,virus-phage
2510520,1,2560214,Streptomyces phage Popy,,viruses,True,,,,3.0369420597019507,8.0,,,97.468,39.5,10^-13.2151,,,,,,,,,,,,,,,,,,0,virus-phage
2510518,1,2560214,Streptomyces phage Namo,,viruses,True,,,,0.3796177574627438,1.0,,,87.129,101.0,10^-38.5392,,,,,,,,,,,,,,,,,,0,virus-phage
2510517,1,2560214,Streptomyces phage Madamato,,viruses,True,,,,2.2777065447764637,6.0,,,89.1422,79.5,10^-28.7109,,,,,,3.0369420597019507,8.0,1.0,8.0,76.364,55.0,10^-25.1675,,,,,,0,virus-phage
2099443,1,2560203,Microbacterium phage Pajaza,,viruses,True,,,,0.3796177574627438,1.0,,,97.297,37.0,10^-11.528,,,,,,,,,,,,,,,,,,0,virus-phage
2743403,1,2560161,Microbacterium phage Kauala,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,84.8,46.0,10^-21.8356,,,,,,0,virus-phage
2562196,1,2560161,Microbacterium phage Pherbot,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,73.8,42.0,10^-11.5575,,,,,,0,virus-phage
2562193,1,2560161,Microbacterium phage PrincePhergus,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,70.05,39.0,10^-10.4978,,,,,,0,virus-phage
2590880,1,2560150,Microbacterium phage MonChoix,,viruses,True,,,,0.3796177574627438,1.0,,,97.297,37.0,10^-11.528,,,,,,,,,,,,,,,,,,0,virus-phage
2079589,1,2560150,Microbacterium phage Peppino,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,65.7,35.0,10^-6.9431,,,,,,0,virus-phage
2652417,1,2560126,Microbacterium phage YuuY,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,78.3,41.5,10^-15.4768,,,,,,0,virus-phage
2601691,1,2560103,Streptomyces phage Kardashian,,viruses,True,,,,4.93503084701567,13.0,,,86.5717,73.25,10^-22.9685,,,,,,,,,,,,,,,,,,0,virus-phage
2182404,1,2560103,Streptomyces phage Rainydai,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,62.0,39.5,10^-4.44572,,,,,,0,virus-phage
2562344,1,1982745,Streptomyces phage Mischief19,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,61.5,39.0,10^-6.2426,,,,,,0,virus-phage
2790984,1,1982152,Arthrobacter phage Truckee,,viruses,True,,,,,,,,,,,,,,,,1.1388532723882316,3.0,,,66.2333,48.3333,10^-12.9515,,,,,,0,virus-phage
2686082,1,1982152,Arthrobacter phage Giantsbane,,viruses,True,,,,,,,,,,,,,,,,45.55413089552926,120.0,1.0,120.0,47.213,610.0,10^-153.674,,,,,,0,virus-phage
2599833,1,1982152,Arthrobacter phage Shepard,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,68.1,47.0,10^-13.8601,,,,,,0,virus-phage
2250415,1,1982152,Arthrobacter phage MediumFry,,viruses,True,,,,51.62801501493317,136.0,2.0,136.0,81.4117,300.951,10^-57.386,,,,,,4.555413089552927,12.0,1.0,12.0,62.222,90.0,10^-24.0141,,,,,,0,virus-phage
2015864,1,1982152,Arthrobacter phage Nightmare,,viruses,True,,,,0.7592355149254877,2.0,,,85.106,47.0,10^-10.0517,,,,,,,,,,,,,,,,,,0,virus-phage
2250412,1,1982088,Arthrobacter phage KeaneyLin,,viruses,True,,,,,,,,,,,,,,,,6.453501876866646,17.0,1.0,16.0,33.9999,198.333,10^-22.4294,,,,,,0,virus-phage
2024277,1,1982088,Arthrobacter phage Heisenberger,,viruses,True,,,,,,,,,,,,,,,,17.462416843286217,46.0,1.0,46.0,38.793,232.0,10^-26.7959,,,,,,0,virus-phage
2024275,1,1982088,Arthrobacter phage Correa,,viruses,True,,,,,,,,,,,,,,,,2.2777065447764637,6.0,1.0,6.0,67.568,74.0,10^-29.0269,,,,,,0,virus-phage
2070189,1,1921558,Paenibacillus phage BN12,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,64.0,25.0,10^-3.52871,,,,,,0,virus-phage
1527692,1,1623305,Lactococcus phage phi145,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,68.0,50.0,10^-15.9626,,,,,,0,virus-phage
2562177,1,680115,Pseudomonas phage PA1C,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,64.6,48.0,10^-12.3706,,,,,,0,virus-phage
1198023,1,10663,Aeromonas phage Aes517,,viruses,True,,,,0.7592355149254877,2.0,,,85.965,57.0,10^-15.4574,,,,,,,,,,,,,,,,,,0,virus-phage
2781366,1,-200,Bacteriophage sp. 103231,,viruses,False,,,,0.7592355149254877,2.0,,,97.368,38.0,10^-12.2026,,,,,,,,,,,,,,,,,,0,virus-phage
2100421,1,-200,uncultured Caudovirales phage,,viruses,True,,,,,,,,,,,,,,,,19.36050563059994,51.0,3.0,30.0,49.5833,86.2195,10^-13.8746,,,,,,0,virus-phage
278008,1,-200,uncultured phage,,viruses,True,,,,7.212737391792134,19.0,,,87.7864,86.25,10^-31.9532,,,,,,,,,,,,,,,,,,0,virus-phage
38018,1,-200,Bacteriophage sp.,,viruses,True,,,,0.7592355149254877,2.0,,,100.0,52.0,10^-23.0453,,,,,,0.7592355149254877,2.0,,,58.5,41.0,10^-8.59176,,,,,,0,virus-phage
2769337,1,-200010662,Xanthomonas phage Xoo-sp14,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,54.688,64.0,10^-18.3979,,,,,,0,virus-phage
2767579,1,-200010662,Burkholderia phage Mica,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,65.0,40.0,10^-8.58336,,,,,,0,virus-phage
2749430,1,-200010662,Pseudomonas phage Persinger,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,66.0,50.0,10^-12.3553,,,,,,0,virus-phage
2695847,1,-200010662,Escherichia phage ESSI2_ev239,,viruses,True,,,,0.3796177574627438,1.0,,,95.455,44.0,10^-14.8836,,,,,,,,,,,,,,,,,,0,virus-phage
2651067,1,-200010662,Edwardsiella phage vB_EtaM_ET-ABTNL-9,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,54.1,37.0,10^-4.30539,,,,,,0,virus-phage
2606591,1,-200010662,Acinetobacter phage BS46,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,88.5,26.0,10^-5.18977,,,,,,0,virus-phage
1567012,1,-200010662,Clostridium phage phiCT453A,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,80.6,31.0,10^-5.44855,,,,,,0,virus-phage
1150991,1,-200010662,Sphingomonas phage PAU,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,52.3,44.0,10^-3.13136,,,,,,0,virus-phage
762660,1,-200010662,Acinetobacter phage Ac42,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,65.0,40.0,10^-5.15366,,,,,,0,virus-phage
683735,1,-200010662,Aggregatibacter phage S1249,,viruses,True,,,,,,,,,,,,,,,,0.7592355149254877,2.0,,,76.9,39.0,10^-9.69897,,,,,,0,virus-phage
331278,1,-200010662,Yersinia phage phiR1-37,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,51.0,49.0,10^-5.83565,,,,,,0,virus-phage
2740427,1,-200010699,Stenotrophomonas phage vB_SmaS-AXL_3,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,53.5,43.0,10^-4.62893,,,,,,0,virus-phage
2725616,1,-200010699,Gordonia phage Secretariat,,viruses,True,,,,,,,,,,,,,,,,3.0369420597019507,8.0,1.0,6.0,51.9963,67.625,10^-12.9827,,,,,,0,virus-phage
2656532,1,-200010699,Gordonia phage Crocheter,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,85.7,49.0,10^-15.4868,,,,,,0,virus-phage
2599834,1,-200010699,Arthrobacter phage Shiba,,viruses,True,,,,,,,,,,,,,,,,6.0738841194039015,16.0,1.0,12.0,58.9376,163.688,10^-66.1488,,,,,,0,virus-phage
2599823,1,-200010699,Arthrobacter phage Egad,,viruses,True,,,,,,,,,,,,,,,,14.80509254104701,39.0,2.0,38.0,57.8325,246.514,10^-76.5823,,,,,,0,virus-phage
2588490,1,-200010699,Gordonia phage Kenosha,,viruses,True,,,,,,,,,,,,,,,,3.416559817164695,9.0,1.0,8.0,59.4244,106.778,10^-28.9074,,,,,,0,virus-phage
2562367,1,-200010699,Microbacterium phage Theresita,,viruses,True,,,,,,,,,,,,,,,,2.2777065447764637,6.0,1.0,6.0,76.667,90.0,10^-36.8861,,,,,,0,virus-phage
2548158,1,-200010699,Streptococcus phage Javan422,,viruses,True,,,,1.8980887873137195,5.0,,,95.1427,220.0,10^-92.0304,,,,,,,,,,,,,,,,,,0,virus-phage
2548039,1,-200010699,Streptococcus phage Javan191,,viruses,True,,,,2.2777065447764637,6.0,,,88.6458,129.0,10^-47.7135,,,,,,,,,,,,,,,,,,0,virus-phage
2547995,1,-200010699,Streptococcus phage Javan131,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,63.6,33.0,10^-5.09528,,,,,,0,virus-phage
2510522,1,-200010699,Arthrobacter phage Elesar,,viruses,True,,,,0.3796177574627438,1.0,,,90.323,62.0,10^-21.5965,,,,,,,,,,,,,,,,,,0,virus-phage
2507858,1,-200010699,Gordonia phage Duffington,,viruses,True,,,,,,,,,,,,,,,,15.943945813435242,42.0,1.0,42.0,69.93,143.0,10^-62.9172,,,,,,0,virus-phage
2419963,1,-200010699,Arthrobacter phage Nandita,,viruses,True,,,,0.3796177574627438,1.0,,,90.323,62.0,10^-21.5965,,,,,,,,,,,,,,,,,,0,virus-phage
2182352,1,-200010699,Microbacterium phage Count,,viruses,True,,,,,,,,,,,,,,,,11.008914966419573,29.0,2.0,26.0,64.8168,171.448,10^-74.2342,,,,,,0,virus-phage
2182351,1,-200010699,Microbacterium phage Camille,,viruses,True,,,,,,,,,,,,,,,,3.0369420597019507,8.0,1.0,8.0,67.073,82.0,10^-24.342,,,,,,0,virus-phage
1647532,1,-200010699,Moraxella phage Mcat17,,viruses,True,,,,1.1388532723882316,3.0,,,86.7233,101.667,10^-39.017,,,,,,,,,,,,,,,,,,0,virus-phage
1647526,1,-200010699,Moraxella phage Mcat11,,viruses,True,,,,0.3796177574627438,1.0,,,85.556,90.0,10^-31.0413,,,,,,,,,,,,,,,,,,0,virus-phage
1647525,1,-200010699,Moraxella phage Mcat10,,viruses,True,,,,0.3796177574627438,1.0,,,85.556,90.0,10^-31.0413,,,,,,,,,,,,,,,,,,0,virus-phage
1407671,1,-200010699,uncultured Mediterranean phage uvMED,,viruses,True,,,,,,,,,,,,,,,,3.0369420597019507,8.0,,,60.258,51.0,10^-10.4423,,,,,,0,virus-phage
871584,1,-200010699,Clostridium phage phiCTP1,,viruses,True,,,,,,,,,,,,,,,,0.3796177574627438,1.0,,,53.8,39.0,10^-4.6517,,,,,,0,virus-phage
413066,1,-200010699,Streptococcus phage SMP,,viruses,True,,,,0.3796177574627438,1.0,,,90.0,150.0,10^-69.2458,,,,,,,,,,,,,,,,,,0,virus-phage
2772074,1,-200010744,crAssphage cr85_1,,viruses,True,,,,3.416559817164695,9.0,1.0,9.0,90.323,62.0,10^-11.1561,,,,,,,,,,,,,,,,,,0,virus-phage
2590948,1,-200010744,Microbacterium phage Araxxi,,viruses,True,,,,,,,,,,,,,,,,1.5184710298509754,4.0,,,49.0,48.0,10^-6.45754,,,,,,0,virus-phage
1932118,1,-200010744,Ochrobactrum phage POI1126,,viruses,True,,,,32238.65843476606,84924.0,1.0,84839.0,91.0145,53528.8,10^-13.7312,,,,,,0.3796177574627438,1.0,,,100.0,22.0,10^-5.7167,,,,,,0,virus-phage
2178928,1,1982576,Erwinia phage phiEaP-8,,viruses,True,,,,,,,,,,,,,,,,0.388672558367414,1.0,,,65.3,49.0,10^-12.011,,,,,,0,virus-phage
2100421,1,-200,uncultured Caudovirales phage,,viruses,True,,,,,,,,,,,,,,,,0.7773451167348281,2.0,,,55.6,45.0,10^-5.9914,,,,,,0,virus-phage
2041382,1,-200010662,Leptospira phage LE3,,viruses,True,,,,,,,,,,,,,,,,0.7773451167348281,2.0,,,65.116,86.0,10^-38.757,,,,,,0,virus-phage
2484248,1,-200010699,Vibrio phage VspDsh_1,,viruses,True,,,,,,,,,,,,,,,,0.7773451167348281,2.0,,,55.882,68.0,10^-16.9136,,,,,,0,virus-phage
1542133,1,-202169529,Dickeya phage phiDP23.1,,viruses,True,,,,,,,,,,,,,,,,1.166017675102242,3.0,,,98.45,31.5,10^-13.6199,,,,,,0,virus-phage
2283289,1,2733202,Microbacterium phage KaiHaiDragon,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,56.8,44.0,10^-4.9431,,,,,,0,virus-phage
2656550,1,2733195,Microbacterium phage Jayden,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,63.0,46.0,10^-9.69037,,,,,,0,virus-phage
2696383,1,2733124,Escherichia phage anhysbys,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,45.7,46.0,10^-3.80967,,,,,,0,virus-phage
2006942,1,2560256,Serratia phage X20,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,46.9,49.0,10^-5.9914,,,,,,0,virus-phage
2182396,1,2560225,Streptomyces phage HotFries,,viruses,True,,,,1.785526167778752,2.0,,,81.053,95.0,10^-27.5869,,,,,,,,,,,,,,,,,,0,virus-phage
1923890,1,2560215,Ralstonia phage RP31,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,53.2,47.0,10^-9.04866,,,,,,0,virus-phage
2767568,1,2560214,Streptomyces phage TieDye,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,72.5,40.0,10^-12.007,,,,,,0,virus-phage
2776813,1,2560154,Klebsiella phage MEW1,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,79.2,48.0,10^-16.5513,,,,,,0,virus-phage
2725618,1,2560103,Streptomyces phage ClubPenguin,,viruses,True,,,,0.892763083889376,1.0,,,88.679,53.0,10^-15.489,,,,,,0.892763083889376,1.0,,,50.0,50.0,10^-4.19791,,,,,,0,virus-phage
2182404,1,2560103,Streptomyces phage Rainydai,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,76.0,50.0,10^-15.1965,,,,,,0,virus-phage
2591112,1,2560101,Gordonia phage GrandSlam,,viruses,True,,,,,,,,,,,,,,,,7.142104671115008,8.0,1.0,8.0,58.462,65.0,10^-18.2175,,,,,,0,virus-phage
2591041,1,2169642,Achromobacter phage vB_AxyP_19-32_Axy10,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,71.4,49.0,10^-13.7077,,,,,,0,virus-phage
2315465,1,1985711,Acinetobacter phage AJO2,,viruses,True,,,,,,,,,,,,,,,,1.785526167778752,2.0,,,55.952,84.0,10^-23.0737,,,,,,0,virus-phage
2596657,1,1985181,Bacillus phage BC-T25,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,51.0,49.0,10^-9.38616,,,,,,0,virus-phage
2759182,1,1984776,Proteus phage 10,,viruses,True,,,,,,,,,,,,,,,,6.249341587225632,7.0,1.0,6.0,30.2903,130.714,10^-10.2706,,,,,,0,virus-phage
2027887,1,1982076,Arthrobacter phage Temper16,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,55.1,49.0,10^-6.39686,,,,,,0,virus-phage
2762428,1,1910992,Escherichia phage vB_EcoS_fKuEco01,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,52.0,50.0,10^-9.83268,,,,,,0,virus-phage
1541690,1,1636618,Campylobacter phage PC5,,viruses,True,,,,,,,,,,,,,,,,1.785526167778752,2.0,,,41.3,46.0,10^-3.66354,,,,,,0,virus-phage
2365045,1,1623304,Streptococcus phage CHPC879,,viruses,True,,,,1.785526167778752,2.0,,,83.562,73.0,10^-20.8394,,,,,,,,,,,,,,,,,,0,virus-phage
1262539,1,1198137,Vibrio phage VH7D,,viruses,True,,,,0.892763083889376,1.0,,,94.444,36.0,10^-9.48129,,,,,,,,,,,,,,,,,,0,virus-phage
2530023,1,680115,Pseudomonas phage Psa21,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,41.3,46.0,10^-4.87943,,,,,,0,virus-phage
998086,1,680115,Pseudomonas phage PhiPA3,,viruses,True,,,,,,,,,,,,,,,,1.785526167778752,2.0,,,58.5,41.0,10^-7.77728,,,,,,0,virus-phage
2126723,1,186764,Mycobacterium phage Puppy,,viruses,True,,,,,,,,,,,,,,,,2.678289251668128,3.0,,,67.308,52.0,10^-12.3063,,,,,,0,virus-phage
2126722,1,186764,Mycobacterium phage Pistachio,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,66.7,39.0,10^-7.05948,,,,,,0,virus-phage
2762304,1,-200,Bacteroides phage F4,,viruses,True,,,,23.211840181123776,26.0,3.0,19.0,83.4016,312.769,10^-72.4428,,,,,,6.249341587225632,7.0,,,78.5551,55.4286,10^-20.2644,,,,,,0,virus-phage
2762303,1,-200,Bacteroides phage F2,,viruses,True,,,,8.034867755004383,9.0,,,89.5901,86.7778,10^-32.0943,,,,,,2.678289251668128,3.0,,,88.9333,37.6667,10^-12.8572,,,,,,0,virus-phage
2759599,1,-200,Bacteroides phage Bacuni_F1,,viruses,True,,,,7.142104671115008,8.0,,,86.9216,106.5,10^-38.7385,,,,,,80.34867755004383,90.0,8.0,49.0,82.8985,91.8118,10^-44.9048,,,,,,0,virus-phage
2100421,1,-200,uncultured Caudovirales phage,,viruses,True,,,,6.249341587225632,7.0,,,90.2548,57.4,10^-18.2196,,,,,,202.65722004288835,227.0,17.0,193.0,59.3024,129.35,10^-45.692,,,,,,0,virus-phage
1868660,1,-200,uncultured Mediterranean phage,,viruses,True,,,,,,,,,,,,,,,,3.571052335557504,4.0,1.0,4.0,46.552,58.0,10^-13.0888,,,,,,0,virus-phage
697872,1,-200,Treponema phage phi td1,,viruses,True,,,,2.678289251668128,3.0,,,90.179,105.0,10^-44.0417,,,,,,,,,,,,,,,,,,0,virus-phage
278008,1,-200,uncultured phage,,viruses,True,,,,1.785526167778752,2.0,,,95.8885,93.0,10^-46.9116,,,,,,,,,,,,,,,,,,0,virus-phage
38018,1,-200,Bacteriophage sp.,,viruses,True,,,,0.892763083889376,1.0,,,95.395,152.0,10^-81.5914,,,,,,7.142104671115008,8.0,1.0,7.0,45.9315,102.5,10^-20.5733,,,,,,0,virus-phage
2769337,1,-200010662,Xanthomonas phage Xoo-sp14,,viruses,True,,,,,,,,,,,,,,,,1.785526167778752,2.0,,,50.95,45.0,10^-6.66654,,,,,,0,virus-phage
2759731,1,-200010662,Ralstonia phage Hyacinthe,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,71.8,39.0,10^-10.104,,,,,,0,virus-phage
2711164,1,-200010662,Vibrio phage vB_VcorM_GR11A,,viruses,True,,,,,,,,,,,,,,,,6.249341587225632,7.0,1.0,5.0,43.1871,99.4286,10^-18.8581,,,,,,0,virus-phage
2651067,1,-200010662,Edwardsiella phage vB_EtaM_ET-ABTNL-9,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,54.2,48.0,10^-4.08302,,,,,,0,virus-phage
2588520,1,-200010662,Aeromonas phage 4_L372XY,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,59.2,49.0,10^-12.5058,,,,,,0,virus-phage
2588097,1,-200010662,Aeromonas phage 2-L372D,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,50.0,48.0,10^-8.2815,,,,,,0,virus-phage
2508852,1,-200010662,Vibrio phage phiVa1,,viruses,True,,,,,,,,,,,,,,,,11.605920090561888,13.0,,,56.8238,63.9231,10^-16.3649,,,,,,0,virus-phage
2301536,1,-200010662,Thermus phage phiLo,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,63.4,41.0,10^-6.78781,,,,,,0,virus-phage
2283011,1,-200010662,Vibrio phage BONAISHI,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,67.6,34.0,10^-8.01011,,,,,,0,virus-phage
2024252,1,-200010662,Serratia phage 2050HW,,viruses,True,,,,,,,,,,,,,,,,4.463815419446879,5.0,1.0,4.0,52.5808,58.4,10^-14.3732,,,,,,0,virus-phage
1958921,1,-200010662,Vibrio phage pVa-21,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,55.6,36.0,10^-4.15243,,,,,,0,virus-phage
1932896,1,-200010662,Aeromonas phage 65.2,,viruses,True,,,,,,,,,,,,,,,,0.892763083889376,1.0,,,61.2,49.0,10^-8.04096,,,,,,0,virus-phage
